locus_tag,growthrate,mass_g_per_gDCW,MolWeight,conc_mmol_gDCW
H16_B1711,0.25,1.2629883876091237e-4,45.61,2.7691041166610914e-6
H16_B1710,0.25,4.952484179846035e-5,15.946,3.105784635548749e-6
H16_B1709,0.25,1.1339497801241815e-5,55.975,2.0258147032142589e-7
H16_B1708,0.25,3.5934644503318334e-5,22.054,1.6293935115316194e-6
H16_B1707,0.25,1.4119306206566507e-6,21.81,6.473776344138701e-8
H16_B1705,0.25,3.331409496061857e-5,34.774,9.580173394092877e-7
H16_B1704,0.25,3.680958064597329e-7,33.532,1.0977448600135182e-8
H16_B1702,0.25,4.029257561833542e-5,46.946,8.582749460728374e-7
H16_B1701,0.25,3.3612122482486944e-5,61.841,5.435248861190302e-7
H16_B1700,0.25,1.1709039800271442e-5,102.067,1.1471915310797262e-7
H16_B1699,0.25,3.3593435897467625e-5,36.179,9.285341191704477e-7
H16_B1697,0.25,2.639059730713478e-5,19.828,1.3309762612030857e-6
H16_B1695,0.25,4.684189705709507e-6,28.654,1.634741992639599e-7
H16_B1694,0.25,2.3620701325365704e-4,41.599,5.678189698157577e-6
H16_B1693,0.25,3.935753088679087e-7,59.032,6.667151864546495e-9
H16_B1692,0.25,4.6270437031029884e-5,50.298,9.19925981769253e-7
H16_B1690,0.25,2.530628030357928e-5,28.508,8.876904834986418e-7
H16_B1689,0.25,1.529259105381893e-5,7.757,1.9714568845970002e-6
H16_B1688,0.25,8.11747752514144e-5,38.995,2.081671374571468e-6
H16_B1687,0.25,3.6322426679752287e-4,330.553,1.0988382099013557e-6
H16_B1686,0.25,1.6985305019086317e-5,107.042,1.5867888323355617e-7
H16_B1685,0.25,1.4395752327054157e-4,216.091,6.661893520347518e-7
H16_B1684,0.25,4.825789889509095e-8,27.034,1.7850817080376916e-9
H16_B1683,0.25,1.389729478672107e-4,113.439,1.2250896769824373e-6
H16_B1682,0.25,1.616798425273337e-5,60.639,2.666268284888169e-7
H16_B1681,0.25,1.248260644743738e-4,40.936,3.049298037775401e-6
H16_B1680,0.25,8.578280972814106e-5,51.148,1.6771488568104532e-6
H16_B1679,0.25,4.0723916676202796e-5,84.134,4.840363785889509e-7
H16_B1674,0.25,8.628432249347922e-7,35.706,2.416521662843198e-8
H16_B1673,0.25,1.05673484823319e-5,26.204,4.032723432427072e-7
H16_B1672,0.25,1.607411347301783e-5,12.942,1.2420115494527764e-6
H16_B1670,0.25,3.192454689702215e-4,45.238,7.057019960436392e-6
H16_B1669,0.25,5.560617995446696e-6,16.939,3.2827309731664773e-7
H16_B1668,0.25,5.695313185986479e-5,27.94,2.0384084416558625e-6
H16_B1667,0.25,1.2166168786628795e-4,40.903,2.9743952244649037e-6
H16_B1666,0.25,NaN,25.812,0
H16_B1665,0.25,1.3949336868089063e-6,83.359,1.6734050154259363e-8
H16_B1664,0.25,4.669909649263208e-5,22.044,2.1184493055993507e-6
H16_B1663,0.25,3.513969940383106e-7,36.989,9.500040391422061e-9
H16_B1662,0.25,4.915387350099622e-6,59.398,8.275341509982864e-8
H16_B1660,0.25,1.016697936680788e-5,14.861,6.841383060902955e-7
H16_B1659,0.25,3.973349139458137e-7,31.325,1.2684274986298922e-8
H16_B1657,0.25,2.1642418057722217e-4,30.596,7.0736102947189884e-06
H16_B1656,0.25,1.777094339446879e-7,8.868,2.0039403917984653e-8
H16_B1655,0.25,2.012008439983157e-5,49.814,4.0390421166402157e-7
H16_B1652,0.25,6.616848934965037e-6,34.321,1.9279301112919313e-7
H16_B1651,0.25,3.0690967410444625e-5,30.992,9.902867646632881e-7
H16_B1650,0.25,7.22179146751744e-7,7.662,9.425465240821509e-8
H16_B1649,0.25,1.5421385252270698e-5,11.417,1.350738832641736e-6
H16_B1648,0.25,8.530748409857361e-7,19.063,4.4750293289919537e-8
H16_B1647,0.25,3.944071622133288e-5,26.229,1.503706440250596e-6
H16_B1646,0.25,1.1266995900897426e-7,52.123,2.1616169255218282e-9
H16_B1645,0.25,4.6787240809778555e-5,15.186,3.080945661120674e-6
H16_B1644,0.25,8.393111147996379e-7,82.028,1.023200754376113e-8
H16_B1643,0.25,5.371513322748021e-5,33.055,1.62502293835971e-6
H16_B1642,0.25,1.495981124047265e-4,39.49,3.7882530363313878e-6
H16_B1641,0.25,5.003740076297157e-5,33.819,1.4795647642736796e-6
H16_B1640,0.25,1.0757100373502154e-5,36.382,2.956709464433553e-7
H16_B1639,0.25,1.602325804454645e-4,42.173,3.7994114823575393e-6
H16_B1637,0.25,7.325264762207784e-6,63.752,1.149025091323846e-7
H16_B1636,0.25,1.8669296329900346e-5,31.702,5.888996381900304e-7
H16_B1635,0.25,2.5511701365821343e-6,10.586,2.4099472289647973e-7
H16_B1634,0.25,7.547444509500685e-5,33.733,2.237406844781278e-6
H16_B1633,0.25,2.299550508572154e-5,19.491,1.179801194690962e-6
H16_B1632,0.25,2.1804713201400932e-5,86.4,2.5236936575695523e-7
H16_B1631,0.25,4.439879586977515e-5,32.475,1.367168464042345e-6
H16_B1630,0.25,1.1647751169995823e-4,41.937,2.777440248466944e-6
H16_B1629,0.25,1.576526033039489e-5,27.873,5.656104592399415e-7
H16_B1628,0.25,6.3828120873620545e-6,13.02,4.902313431153651e-7
H16_B1627,0.25,1.240151962746333e-5,19.42,6.385952434327153e-7
H16_B1626,0.25,NaN,23.187,0
H16_B1625,0.25,8.28135748459987e-6,108.561,7.628298822413087e-8
H16_B1620,0.25,9.199232840361438e-8,49.495,1.8586186160948456e-9
H16_B1618,0.25,2.6567096281305402e-5,35.161,7.55584206402133e-7
H16_B1617,0.25,NaN,39.223,0
H16_B1616,0.25,1.1515663976926307e-7,37.754,3.0501838154702303e-9
H16_B1615,0.25,1.2319583268787014e-6,37.021,3.3277283889649155e-8
H16_B1614,0.25,1.1503105267522546e-5,35.614,3.229939144022729e-7
H16_B1613,0.25,1.6650704472507666e-6,36.927,4.509086704175175e-8
H16_B1612,0.25,NaN,32.523,0
H16_B1610,0.25,3.445330654053845e-5,24.183,1.424691169025284e-6
H16_B1609,0.25,5.582069399132992e-7,88.957,6.2750198400721606e-9
H16_B1607,0.25,2.089787333783043e-5,119.375,1.7506071906035962e-7
H16_B1606,0.25,2.6870139524308205e-6,49.745,5.4015759421666916e-8
H16_B1605,0.25,8.431173380869038e-6,12.108,6.963308044985991e-7
H16_B1603,0.25,3.735070210487821e-6,38.08,9.808482695608774e-8
H16_B1601,0.25,4.540394745245608e-7,31.457,1.4433654656342335e-8
H16_B1600,0.25,2.7752272745476653e-5,37.205,7.459285780265194e-7
H16_B1599,0.25,3.995677338972666e-7,38.671,1.0332490338943048e-8
H16_B1597,0.25,3.414197578109817e-5,44.831,7.615706939639573e-7
H16_B1596,0.25,2.1445268915062883e-4,47.62,4.503416403835128e-6
H16_B1595,0.25,1.6682994216206932e-4,24.453,6.82247340457487e-6
H16_B1594,0.25,1.872588629429459e-7,25.499,7.343772812382678e-9
H16_B1593,0.25,9.965860265069394e-6,46.17,2.158514244112929e-7
H16_B1591,0.25,1.627301661563744e-5,65.407,2.48796254462633e-7
H16_B1588,0.25,6.937598732964959e-5,60.943,1.1383749951536613e-6
H16_B1587,0.25,6.921552943110689e-5,13.62,5.08190377614588e-6
H16_B1586,0.25,1.520302151237386e-6,47.786,3.18148024784955e-8
H16_B1585,0.25,3.981704758068232e-5,10.953,3.6352640902658927e-6
H16_B1584,0.25,3.1592770724531743e-6,10.737,2.942420669137724e-7
H16_B1583,0.25,3.2503076420487624e-5,27.414,1.18563786461252e-6
H16_B1582,0.25,1.769100790632235e-4,51.443,3.4389533865292365e-6
H16_B1580,0.25,2.0219767275249e-4,34.15,5.920868894655636e-6
H16_B1579,0.25,2.0720137323470468e-5,12.223,1.695176087987439e-6
H16_B1578,0.25,1.2456949423425856e-5,19.337,6.442027937852747e-7
H16_B1576,0.25,6.521678415262377e-5,21.457,3.0394176330625796e-6
H16_B1574,0.25,2.2966206805751508e-4,49.42,4.647148281212365e-6
H16_B1573,0.25,6.317387144299347e-6,12.308,5.132748736024819e-7
H16_B1571,0.25,1.3502748496692973e-4,212.756,6.346588813802183e-7
H16_B1570,0.25,1.9665933967526965e-6,12.147,1.6189951401602838e-7
H16_B1568,0.25,5.034220036951655e-8,13.902,3.6212199949299772e-9
H16_B1567,0.25,3.780801359490451e-7,8.928,4.2347685478163656e-8
H16_B1565,0.25,1.6990383635248954e-8,22.388,7.589058261233229e-10
H16_B1564,0.25,4.442846936533914e-6,97.488,4.557326990536183e-8
H16_B1563,0.25,1.550730304482722e-5,72.572,2.1368162714031889e-7
H16_B1562,0.25,2.0712110591138214e-5,95.677,2.164795153604128e-7
H16_B1561,0.25,2.106045993885338e-5,79.873,2.636743322380952e-7
H16_B1560,0.25,5.915480008516182e-6,82.373,7.181333699775632e-8
H16_B1558,0.25,2.804056793125414e-6,126.15,2.2227957139321553e-8
H16_B1557,0.25,8.09947007786594e-6,124.379,6.511927317204625e-8
H16_B1554,0.25,4.435855717968595e-6,42.29,1.0489136244900911e-7
H16_B1553,0.25,5.43614064188038e-7,21.655,2.5103397099424523e-8
H16_B1550,0.25,2.7455322494979874e-6,7.975,3.4426736670821163e-7
H16_B1549,0.25,8.64985564111555e-6,11.233,7.700396724931496e-7
H16_B1548,0.25,4.4330497761132406e-6,48.543,9.132212216206745e-8
H16_B1547,0.25,9.959900981512529e-6,8.009,1.2435885855303443e-6
H16_B1546,0.25,3.32413632338278e-7,63.525,5.2328001942271235e-9
H16_B1545,0.25,1.873233043455751e-5,35.184,5.324104830194836e-7
H16_B1544,0.25,6.889296252499427e-5,28.364,2.4288874109785035e-6
H16_B1543,0.25,2.0409011366617907e-5,29.027,7.031043982022912e-7
H16_B1542,0.25,4.380734671260611e-6,34.093,1.2849366941192067e-7
H16_B1541,0.25,1.4098693034874613e-5,72.904,1.9338709857997658e-7
H16_B1540,0.25,7.186228368450951e-7,32.871,2.1861909794198385e-8
H16_B1538,0.25,NaN,30.455,0
H16_B1537,0.25,2.813021299263674e-4,51.512,5.4609048362782925e-6
H16_B1536,0.25,7.36954539159617e-8,7.808,9.438454651122143e-9
H16_B1535,0.25,1.3867038436656816e-6,43.138,3.2145761130921266e-8
H16_B1534,0.25,1.8796495361826835e-5,49.482,3.7986531186748383e-7
H16_B1533,0.25,7.125181559766125e-5,34.732,2.051474593966983e-6
H16_B1532,0.25,3.994030566750071e-5,61.102,6.536660938676428e-7
H16_B1531,0.25,6.262233701693552e-5,26.032,2.405590696716945e-6
H16_B1529,0.25,5.921290155446827e-6,18.952,3.124361626977009e-7
H16_B1528,0.25,1.5666187688606823e-6,59.052,2.6529478575843023e-8
H16_B1527,0.25,2.626437836702e-7,33.996,7.725726075720672e-9
H16_B1523,0.25,2.1908163234161137e-5,76.608,2.8597748582603824e-7
H16_B1522,0.25,3.2839728929577687e-6,58.5,5.6136288768508863e-8
H16_B1519,0.25,7.372726663880927e-6,125.944,5.8539721335521556e-8
H16_B1517,0.25,2.5926456808482565e-7,13.511,1.9189147219659954e-8
H16_B1515,0.25,1.9412568841819284e-5,45.476,4.2687502950609736e-7
H16_B1514,0.25,7.390357394771466e-5,47.8,1.5460998733831517e-6
H16_B1513,0.25,1.281906950572915e-6,27.358,4.685674941782715e-8
H16_B1511,0.25,NaN,16.348,0
H16_B1509,0.25,2.511053936008842e-5,34.092,7.365522515572104e-7
H16_B1508,0.25,NaN,34.039,0
H16_B1507,0.25,6.198441607856235e-6,43.402,1.4281465388360525e-7
H16_B1506,0.25,5.196900637319566e-6,47.147,1.1022759957833088e-7
H16_B1505,0.25,1.331498603085636e-4,13.464,9.889324146506506e-6
H16_B1504,0.25,1.0563395385712039e-6,11.395,9.270202181405913e-8
H16_B1503,0.25,3.0452022120711623e-4,31.699,9.606619174330933e-6
H16_B1502,0.25,3.1736205122579153e-4,58.724,5.404298944652809e-6
H16_B1501,0.25,3.620009448640605e-4,54.96,6.586625634353357e-6
H16_B1500,0.25,9.778393754425746e-5,34.049,2.8718593070062984e-6
H16_B1499,0.25,3.291703314932387e-6,34.902,9.431274181801579e-8
H16_B1498,0.25,2.1959147883493198e-4,56.494,3.88698762408277e-6
H16_B1497,0.25,9.559679824877846e-5,44.433,2.1514819672040705e-6
H16_B1495,0.25,2.4036786932908934e-5,30.395,7.908138487550233e-7
H16_B1494,0.25,4.338850508688836e-6,63.583,6.823915997497501e-8
H16_B1492,0.25,2.7084405911084167e-5,11.747,2.3056444974107576e-6
H16_B1489,0.25,5.660406860676715e-6,83.074,6.813692443696841e-8
H16_B1488,0.25,6.69979850198269e-5,19.344,3.4635021205452284e-6
H16_B1486,0.25,2.940538094307076e-7,56.508,5.2037553873913e-9
H16_B1485,0.25,2.768842093788511e-5,46.995,5.89178017616451e-7
H16_B1484,0.25,NaN,43.139,0
H16_B1483,0.25,3.164879983240343e-5,42.597,7.429818961993435e-7
H16_B1482,0.25,6.3492446016279585e-6,34.958,1.8162493854419471e-7
H16_B1481,0.25,5.941734691701131e-6,43.657,1.3610038920908745e-7
H16_B1480,0.25,NaN,48.219,0
H16_B1478,0.25,1.7732322083608091e-6,30.087,5.8936823490570983e-8
H16_B1476,0.25,3.0401155416685546e-5,29.6,1.0270660613745117e-6
H16_B1474,0.25,7.666224404734138e-6,35.687,2.1481840459366543e-7
H16_B1472,0.25,8.680116028670057e-8,33.705,2.57531999070466e-9
H16_B1471,0.25,1.9549751422415053e-5,85.495,2.2866543566775896e-7
H16_B1470,0.25,2.1466790721062074e-6,30.389,7.064000368903904e-8
H16_B1469,0.25,1.4667930131375424e-5,42.513,3.4502223158505455e-7
H16_B1468,0.25,1.9314754247507436e-5,53.949,3.5801876304486526e-7
H16_B1467,0.25,1.3385380923791558e-6,9.159,1.4614456735223887e-7
H16_B1466,0.25,4.0744217378900265e-6,41.8,9.747420425574226e-8
H16_B1465,0.25,4.5118308507982145e-5,29.493,1.5297971894341758e-6
H16_B1463,0.25,8.85370099768718e-7,73.605,1.2028667886267481e-8
H16_B1461,0.25,3.630508662517467e-5,52.186,6.956863263169177e-7
H16_B1460,0.25,4.525919868236587e-5,50.676,8.931091381002027e-7
H16_B1459,0.25,3.4257568948066896e-6,51.472,6.655573699888656e-8
H16_B1457,0.25,1.4099823727350104e-5,14.58,9.670660992695544e-7
H16_B1454,0.25,2.4369071128059725e-6,24.979,9.755823342831868e-8
H16_B1453,0.25,1.0331168625348293e-5,31.64,3.265223965027906e-7
H16_B1452,0.25,1.5721607407110806e-4,114.269,1.375841864994951e-6
H16_B1451,0.25,1.031973659045027e-6,12.37,8.342551811196662e-8
H16_B1450,0.25,8.121507244607124e-5,33.538,2.4215836497725336e-6
H16_B1449,0.25,7.551707643728145e-5,45.476,1.6605918822517691e-6
H16_B1448,0.25,7.907500042907432e-5,35.361,2.2362207072502e-6
H16_B1447,0.25,6.769520626279696e-6,31.382,2.15713486274925e-7
H16_B1446,0.25,4.104819831356031e-5,32.137,1.2772878088670473e-6
H16_B1445,0.25,8.258147869405249e-7,35.551,2.3229017100518268e-8
H16_B1444,0.25,NaN,48.451,0
H16_B1443,0.25,1.3199604924848233e-5,20.459,6.451735140939554e-7
H16_B1442,0.25,5.620830606916191e-8,28.051,2.0037897425817943e-9
H16_B1441,0.25,1.609190688778757e-4,35.355,4.551522242338444e-6
H16_B1440,0.25,1.2531803646804312e-8,34.499,3.6325121443532603e-10
H16_B1439,0.25,9.517124065982394e-6,28.162,3.379420519133014e-7
H16_B1438,0.25,9.457899321990766e-6,71.883,1.315735197750618e-7
H16_B1436,0.25,6.245187318621593e-8,46.939,1.3304900655364608e-9
H16_B1435,0.25,3.583270809019125e-6,29.227,1.2260138943508145e-7
H16_B1434,0.25,1.4782938838282685e-5,47.137,3.136164549776754e-7
H16_B1433,0.25,1.9959223256543288e-5,35.837,5.569445895734378e-7
H16_B1432,0.25,4.287422373912135e-5,16.132,2.657712852660634e-6
H16_B1431,0.25,2.7556014118304206e-6,29.722,9.271251637946373e-8
H16_B1430,0.25,2.6037745092294946e-5,29.012,8.974819072209758e-7
H16_B1428,0.25,3.0732348180222286e-6,53.216,5.7750203285144105e-8
H16_B1427,0.25,7.668531142315341e-7,30.271,2.5332929676308484e-8
H16_B1426,0.25,4.0613036360012707e-7,31.85,1.2751345795922356e-8
H16_B1424,0.25,5.970222032166692e-6,57.125,1.0451154542086112e-7
H16_B1423,0.25,3.673423948370203e-6,7.072,5.194321193962392e-7
H16_B1422,0.25,NaN,59.554,0
H16_B1421,0.25,NaN,9.595,0
H16_B1420,0.25,2.1718403274517215e-5,35.672,6.088361536924538e-7
H16_B1419,0.25,1.025988227777322e-5,23.013,4.4582984738075093e-7
H16_B1417,0.25,2.6713032482401077e-5,40.546,6.588327450895545e-7
H16_B1416,0.25,1.2241543559949043e-5,25.669,4.768999010459715e-7
H16_B1415,0.25,NaN,32.721,0
H16_B1414,0.25,4.53668081922408e-5,33.152,1.3684486061848696e-6
H16_B1413,0.25,3.0340128800332105e-7,48.755,6.222977910026069e-9
H16_B1412,0.25,6.142457429670587e-7,37.898,1.6207866984195966e-8
H16_B1409,0.25,6.12702647377704e-7,26.447,2.3167188996018603e-8
H16_B1407,0.25,1.1344983029436407e-5,16.546,6.856631832126439e-7
H16_B1406,0.25,1.8163159284815283e-5,26.615,6.824407020407772e-7
H16_B1405,0.25,2.577970669415356e-5,18.199,1.4165452329333239e-6
H16_B1404,0.25,1.7011297997423687e-5,14.107,1.205876373249003e-6
H16_B1403,0.25,3.396579016624829e-6,37.893,8.963605459121286e-8
H16_B1402,0.25,3.394213294597e-6,14.404,2.3564379995813665e-7
H16_B1401,0.25,2.4846799597900013e-7,50.034,4.965983051105251e-9
H16_B1399,0.25,1.542118913630585e-6,62.287,2.475827883235001e-8
H16_B1397,0.25,4.321430446296501e-6,24.582,1.75796535932654e-7
H16_B1394,0.25,5.773822195033391e-4,16.003,3.607962378949816e-5
H16_B1383,0.25,1.294999181595419e-4,83.182,1.5568262143197074e-6
H16_B1382,0.25,4.4387174796069217e-4,101.599,4.368859417520765e-6
H16_B1381,0.25,5.350629188068801e-5,7.248,7.382214663450332e-6
H16_B1380,0.25,NaN,32.834,0
H16_B1379,0.25,4.2787115871099146e-7,27.182,1.574097412666439e-8
H16_B1378,0.25,1.336145746557161e-8,16.105,8.296465362043844e-10
H16_B1377,0.25,4.930619309178579e-5,77.688,6.346693580963056e-7
H16_B1376,0.25,2.89881389139475e-7,7.49,3.8702455158808415e-8
H16_B1375,0.25,8.649916057065569e-6,22.319,3.875584057110788e-7
H16_B1374,0.25,6.6085860175866e-5,33.089,1.997215394114842e-6
H16_B1373,0.25,7.861987634130093e-6,55.448,1.417902834030099e-7
H16_B1372,0.25,2.738712168464673e-4,46.468,5.893759508618131e-6
H16_B1370,0.25,4.185429503429928e-5,34.422,1.2159170017517657e-6
H16_B1369,0.25,2.997631151350789e-5,43.081,6.958128064229682e-7
H16_B1367,0.25,3.5347848911540244e-5,43.566,8.113631940398533e-7
H16_B1366,0.25,3.2128954960768255e-7,16.673,1.927005035732517e-8
H16_B1363,0.25,1.17904556935948e-6,37.458,3.1476468828006834e-8
H16_B1359,0.25,5.633282517491052e-6,39.899,1.4118856406153166e-7
H16_B1358,0.25,3.559752067173612e-5,59.583,5.974442487242354e-7
H16_B1357,0.25,1.0141657958766853e-5,49.692,2.0409035576686092e-7
H16_B1356,0.25,1.598476876872655e-7,11.2,1.4272114972077277e-8
H16_B1355,0.25,1.820570724201724e-6,58.077,3.134753386369344e-8
H16_B1354,0.25,2.1902460254779965e-5,11.603,1.8876549387899653e-6
H16_B1353,0.25,7.930994476874724e-6,374.159,2.119685608758502e-8
H16_B1352,0.25,1.6033725442989285e-4,293.702,5.459181566005436e-7
H16_B1351,0.25,3.9388496148785044e-5,20.056,1.963925815156813e-6
H16_B1348,0.25,1.9814804898041166e-6,9.233,2.1460852266913424e-7
H16_B1347,0.25,7.593767002794727e-5,32.296,2.351302638962945e-6
H16_B1346,0.25,NaN,34.116,0
H16_B1343,0.25,2.7352790316167946e-5,28.359,9.645188587809142e-7
H16_B1342,0.25,2.8570371273650373e-5,101.475,2.8155083787780607e-7
H16_B1340,0.25,8.504378913593457e-5,35.869,2.3709551182339783e-6
H16_B1339,0.25,9.129285810614305e-6,32.127,2.841624120090361e-7
H16_B1338,0.25,8.866046131122586e-6,15.387,5.762036869514905e-7
H16_B1335,0.25,5.296031162814906e-7,61.532,8.60695436978305e-9
H16_B1334,0.25,5.100823985729366e-7,27.508,1.854305651348468e-8
H16_B1333,0.25,4.294827387240356e-6,39.109,1.0981685512900755e-7
H16_B1332,0.25,5.736203282127826e-5,55.284,1.0375883225034052e-6
H16_B1331,0.25,1.4158625917567443e-5,16.032,8.831478241995661e-7
H16_B1330,0.25,6.530874185925023e-7,19.282,3.3870315246992137e-8
H16_B1328,0.25,2.5785980083728443e-5,12.082,2.1342476480490355e-6
H16_B1326,0.25,1.2363699600626883e-6,38.705,3.194341713118947e-8
H16_B1325,0.25,1.230746537567053e-7,17.074,7.208308173638591e-9
H16_B1324,0.25,9.085845733990974e-6,9.213,9.861983864095271e-7
H16_B1322,0.25,5.668621130798178e-7,25.887,2.1897559125422717e-8
H16_B1319,0.25,NaN,29.899,0
H16_B1315,0.25,1.3355952847012875e-5,17.989,7.424511005065804e-7
H16_B1314,0.25,2.7530919863824323e-6,26.793,1.0275415169568292e-7
H16_B1313,0.25,1.0952801234898003e-6,22.626,4.84080316224609e-8
H16_B1311,0.25,1.1773277783015064e-5,13.928,8.452956478327875e-7
H16_B1310,0.25,1.6974344290413368e-6,5.805,2.9240903170393397e-7
H16_B1308,0.25,7.053160367818029e-7,12.636,5.5817983284409856e-8
H16_B1307,0.25,NaN,12.883,0
H16_B1306,0.25,1.1725528848644534e-5,22.957,5.107605021842808e-7
H16_B1305,0.25,9.513864272483112e-7,7.813,1.2176966942894037e-7
H16_B1304,0.25,5.401503152907827e-5,41.935,1.2880656141427987e-6
H16_B1303,0.25,5.185010963800459e-5,48.619,1.0664577559802666e-6
H16_B1301,0.25,1.727423159546264e-5,41.941,4.118698074786638e-7
H16_B1300,0.25,3.792060805507233e-5,98.568,3.847152022468989e-7
H16_B1299,0.25,1.876300852829527e-5,17.914,1.0473935764371591e-6
H16_B1297,0.25,1.128723706098395e-4,25.942,4.3509509910507865e-6
H16_B1294,0.25,NaN,29.403,0
H16_B1293,0.25,1.0226972567848224e-6,18.817,5.4349644299560096e-8
H16_B1289,0.25,3.761674239062173e-5,27.271,1.3793679142907019e-6
H16_B1288,0.25,5.0759451074417945e-8,17.049,2.977268524512754e-9
H16_B1287,0.25,2.697301592546254e-7,20.979,1.2857150448287594e-8
H16_B1286,0.25,9.301128227902643e-7,40.892,2.2745593827405467e-8
H16_B1285,0.25,3.5998714658556204e-6,33.245,1.0828309417523297e-7
H16_B1284,0.25,2.143188367349378e-6,28.241,7.588925205727057e-8
H16_B1281,0.25,4.869170949151631e-8,29.38,1.6573080153681521e-9
H16_B1280,0.25,1.9819114411351852e-4,33.936,5.84014451065295e-6
H16_B1279,0.25,9.170586993429267e-7,86.377,1.0616931582978416e-8
H16_B1278,0.25,6.545829221164001e-6,17.335,3.77607685097433e-7
H16_B1277,0.25,6.430368679731231e-6,20.451,3.1442808076530397e-7
H16_B1276,0.25,1.2634995520941252e-6,32.953,3.834247419337011e-8
H16_B1275,0.25,2.2113864415589886e-7,69.689,3.173221658452537e-9
H16_B1273,0.25,2.6151374187807168e-6,33.294,7.854680779662151e-8
H16_B1272,0.25,3.248497636144943e-8,51.248,6.338779339964375e-10
H16_B1269,0.25,2.4085560595969697e-4,11.889,2.0258693410690298e-5
H16_B1268,0.25,2.089521594698627e-5,31.692,6.593214674676976e-7
H16_B1267,0.25,4.701127416526726e-5,15.77,2.9810573345128252e-6
H16_B1266,0.25,7.349975037062408e-6,12.012,6.118860337214791e-7
H16_B1265,0.25,1.5357346167163286e-5,82.209,1.8680857530396046e-7
H16_B1264,0.25,3.342609650184125e-5,56.743,5.890787674575058e-7
H16_B1263,0.25,3.452155831239238e-5,16.739,2.0623429304254962e-6
H16_B1262,0.25,9.911377555005115e-6,18.518,5.352293743927592e-7
H16_B1261,0.25,9.468540923009572e-8,34.796,2.7211578695854617e-9
H16_B1260,0.25,9.64345274384592e-7,34.969,2.7577147598861624e-8
H16_B1259,0.25,5.751124889160476e-5,15.916,3.6134235292538805e-6
H16_B1258,0.25,1.4391634880665892e-5,6.759,2.1292550496620642e-6
H16_B1256,0.25,5.841527697343674e-6,22.628,2.5815483901996086e-7
H16_B1255,0.25,5.996665315923674e-8,52.897,1.1336494160205065e-9
H16_B1254,0.25,1.0819844338448882e-6,28.079,3.8533581461052323e-8
H16_B1253,0.25,8.677659829120954e-6,65.925,1.316292731000524e-7
H16_B1252,0.25,6.978034635962697e-7,56.414,1.2369331435393159e-8
H16_B1251,0.25,1.432658876545565e-5,21.002,6.821535456363989e-7
H16_B1250,0.25,9.681887616354122e-5,13.134,7.371621452987758e-6
H16_B1249,0.25,1.0699903223930084e-6,36.065,2.9668385481575167e-8
H16_B1248,0.25,7.481049822606422e-4,15.863,4.716037207720117e-5
H16_B1247,0.25,1.6642383533693978e-6,9.863,1.6873551184927487e-7
H16_B1245,0.25,7.7015598296928e-7,24.648,3.124618561219085e-8
H16_B1244,0.25,3.1395402389422184e-5,47.462,6.614850277995487e-7
H16_B1242,0.25,2.626101986485493e-6,27.201,9.654431772675611e-8
H16_B1241,0.25,1.0548156521306753e-4,31.296,3.3704487862048673e-6
H16_B1240,0.25,7.668650220623724e-5,26.967,2.8437164759238048e-6
H16_B1239,0.25,1.5290342894007256e-6,62.864,2.4322892106781716e-8
H16_B1238,0.25,3.755900006599609e-5,27.397,1.3709165261158551e-6
H16_B1237,0.25,1.7924335343462237e-5,17.301,1.036028862115614e-6
H16_B1236,0.25,5.1506271600030685e-6,20.219,2.5474193382477217e-7
H16_B1235,0.25,4.5102883462409506e-4,9.533,4.7312371197324564e-5
H16_B1233,0.25,2.2938950437166683e-6,30.572,7.503254755059102e-8
H16_B1232,0.25,7.388763324647651e-6,41.513,1.7798673486974323e-7
H16_B1231,0.25,7.933590750632127e-6,15.529,5.108887082640303e-7
H16_B1230,0.25,2.102953057018007e-5,93.172,2.2570654885781213e-7
H16_B1229,0.25,1.254305798007659e-4,64.802,1.935597355031726e-6
H16_B1228,0.25,1.0819979355246181e-6,13.115,8.250079569383288e-8
H16_B1227,0.25,7.311306945308799e-5,15.411,4.744213188831872e-6
H16_B1226,0.25,9.154869248844593e-7,62.55,1.4636081932605264e-8
H16_B1224,0.25,1.915141694495797e-6,20.633,9.281935222681128e-8
H16_B1223,0.25,2.3217381523472792e-5,25.065,9.262869149600156e-7
H16_B1221,0.25,1.0217902041803273e-6,32.8,3.115214037135144e-8
H16_B1219,0.25,7.156763538907123e-6,34.168,2.0945807594553743e-7
H16_B1217,0.25,8.202974572823418e-6,34.655,2.3670392649901657e-7
H16_B1216,0.25,8.647731957030733e-6,47.676,1.8138543411843974e-7
H16_B1215,0.25,1.281251458120175e-4,46.205,2.772971449237474e-6
H16_B1214,0.25,1.297677072999162e-5,4.735,2.7406062787733095e-6
H16_B1213,0.25,2.7171792312252358e-5,21.881,1.2417984695513166e-6
H16_B1212,0.25,8.999323391524235e-5,33.042,2.7236012927559575e-6
H16_B1211,0.25,3.300777450697505e-4,46.837,7.047371630756678e-6
H16_B1210,0.25,2.4549903751140668e-5,32.078,7.653190270946027e-7
H16_B1209,0.25,8.254221423149123e-5,52.564,1.5703183591715096e-6
H16_B1208,0.25,6.866430533221064e-5,13.904,4.9384569427654375e-6
H16_B1207,0.25,6.181214928558631e-6,47.301,1.3067831395866114e-7
