locus_tag,growthrate,mass_g_per_gDCW,MolWeight,conc_mmol_gDCW
H16_B0938,0.25,3.551313142427534e-6,41.207,8.618227831260548e-8
H16_B0937,0.25,1.2396178030751836e-5,35.97,3.4462546652076274e-7
H16_B0935,0.25,3.811244701313865e-7,9.584,3.976674354459375e-8
H16_B0933,0.25,NaN,11.055,0
H16_B0932,0.25,9.024930290380484e-7,81.861,1.1024700761510955e-8
H16_B0930,0.25,1.1743485862286189e-5,12.752,9.209132577075117e-7
H16_B0929,0.25,1.8399452853204478e-6,26.954,6.826242061736468e-8
H16_B0927,0.25,2.1156399012586374e-5,47.197,4.4825728356858226e-7
H16_B0926,0.25,2.40563025337721e-5,47.448,5.070035098164749e-7
H16_B0925,0.25,7.6192520456449085e-6,34.194,2.228242395053199e-7
H16_B0924,0.25,2.2878147880355472e-6,35.186,6.502059876188108e-8
H16_B0923,0.25,1.2639374786822866e-5,43.744,2.8893962113256367e-7
H16_B0921,0.25,1.7020378693659852e-6,21.941,7.757339544077231e-8
H16_B0920,0.25,3.006797041146628e-6,17.143,1.753950324416163e-7
H16_B0918,0.25,1.6488047193458917e-6,13.686,1.2047382137555835e-7
H16_B0917,0.25,3.594673817961785e-8,32.93,1.0916106340606698e-9
H16_B0916,0.25,2.6370982303531014e-5,30.514,8.642256768542641e-7
H16_B0915,0.25,1.3106446731126265e-6,27.431,4.777968988052301e-8
H16_B0914,0.25,1.9863951390181953e-7,42.574,4.665747026396851e-9
H16_B0912,0.25,2.9214188736366014e-6,35.644,8.196102776446531e-8
H16_B0911,0.25,1.1060941836011346e-5,32.51,3.402319851126222e-7
H16_B0910,0.25,2.6005752808533094e-5,56.356,4.614549082357352e-7
H16_B0908,0.25,3.0989853005793815e-6,34.326,9.028099110235336e-8
H16_B0904,0.25,1.4242438837300959e-5,10.054,1.4165942746470022e-6
H16_B0901,0.25,9.611711767504851e-6,35.846,2.681390327374003e-7
H16_B0900,0.25,2.324189839983992e-6,21.033,1.1050206057072182e-07
H16_B0899,0.25,7.110646544278829e-6,42.422,1.6761695686857833e-7
H16_B0898,0.25,1.3661275570436435e-5,63.244,2.160090375440585e-7
H16_B0897,0.25,1.6138924318755962e-4,77.556,2.0809382019129353e-6
H16_B0896,0.25,7.557086986039795e-8,21.233,3.5591235275466462e-9
H16_B0895,0.25,2.9318193465394394e-6,102.854,2.8504670178500004e-8
H16_B0894,0.25,4.418900061210086e-7,25.634,1.7238433569517383e-8
H16_B0893,0.25,2.8268698423269596e-7,28.567,9.89557826277509e-9
H16_B0891,0.25,1.5359671503490813e-5,33.832,4.5399833008662843e-7
H16_B0890,0.25,1.512993673606271e-6,31.367,4.823520494807508e-8
H16_B0888,0.25,5.13490119297711e-6,35.994,1.4265992090284798e-7
H16_B0887,0.25,4.641820801614099e-6,34.754,1.3356220295833856e-7
H16_B0886,0.25,1.3812255885006993e-5,15.392,8.97365896894945e-7
H16_B0885,0.25,5.643228423512703e-6,17.276,3.266513326876999e-7
H16_B0884,0.25,8.38471429887081e-6,26.149,3.206514321339558e-7
H16_B0883,0.25,1.231156382327009e-6,49.585,2.4829210090289584e-8
H16_B0882,0.25,NaN,39.313,0
H16_B0877,0.25,1.668708627149915e-6,46.843,3.562343631172032e-8
H16_B0876,0.25,3.583304216275503e-6,44.24,8.099693074763795e-8
H16_B0875,0.25,3.177758689392349e-6,23.706,1.3404870874008052e-7
H16_B0874,0.25,5.027859398121656e-6,25.279,1.988947109506569e-7
H16_B0873,0.25,5.0525144224477686e-5,38.731,1.3045143224930338e-6
H16_B0872,0.25,2.8032205428829914e-5,34.44,8.139432470624249e-7
H16_B0871,0.25,5.293124542486962e-5,48.43,1.0929433290288998e-6
H16_B0869,0.25,3.6039543555130286e-6,33.078,1.0895321227138971e-7
H16_B0868,0.25,2.9682484304566015e-6,59.906,4.9548433052725965e-8
H16_B0865,0.25,5.704056697538831e-8,34.165,1.6695614510577583e-9
H16_B0864,0.25,1.2593762249533544e-5,36.619,3.4391333049874504e-7
H16_B0862,0.25,1.0244774976175358e-6,51.545,1.9875400089582614e-8
H16_B0860,0.25,1.1424179891097818e-6,44.861,2.5465727226539352e-8
H16_B0859,0.25,4.256213614671895e-7,22.76,1.870041131226667e-8
H16_B0857,0.25,4.7011325491468164e-5,18.104,2.5967369361173312e-6
H16_B0856,0.25,2.2223232661681097e-5,24.999,8.889648650618464e-7
H16_B0855,0.25,NaN,42.889,0
H16_B0854,0.25,3.7324388066373635e-6,69.486,5.3714975774074827e-8
H16_B0853,0.25,5.538417961841572e-6,75.781,7.308451936292173e-8
H16_B0852,0.25,1.0246983311031259e-7,36.465,2.8100872922065703e-9
H16_B0849,0.25,6.265603951917243e-6,45.802,1.3679760604159737e-7
H16_B0848,0.25,1.1816774799887919e-5,23.916,4.940949489834387e-7
H16_B0847,0.25,3.2301930950143845e-5,42.506,7.599381487353278e-7
H16_B0846,0.25,3.0400068991292965e-5,34.633,8.777775240751007e-7
H16_B0845,0.25,1.432453493076722e-5,47.194,3.035244931721664e-7
H16_B0844,0.25,1.0786209232652315e-5,36.011,2.9952540147877916e-7
H16_B0842,0.25,2.953173387352623e-6,72.993,4.0458309527661874e-8
H16_B0841,0.25,1.0529968007696632e-6,33.378,3.154763019862374e-8
H16_B0840,0.25,NaN,28.197,0
H16_B0839,0.25,4.4399836601182215e-6,26.03,1.7057178870988172e-7
H16_B0837,0.25,1.617969244425508e-6,33.329,4.8545388233235565e-8
H16_B0836,0.25,2.1855659432006508e-6,43.308,5.046564014040479e-8
H16_B0835,0.25,3.5673936796048272e-6,58.739,6.073296582517284e-8
H16_B0834,0.25,1.4759264636767143e-4,72.561,2.0340492326135447e-6
H16_B0833,0.25,NaN,53.056,0
H16_B0832,0.25,5.361551143636598e-6,47.122,1.1378021186784512e-7
H16_B0831,0.25,1.6147478534973098e-5,38.769,4.165049017249116e-7
H16_B0830,0.25,1.117324418719366e-6,31.158,3.5859953100948903e-8
H16_B0829,0.25,NaN,29.189,0
H16_B0828,0.25,1.594389181438933e-6,29.271,5.446992523107967e-8
H16_B0827,0.25,2.7005733832355695e-7,43.132,6.261182841592251e-9
H16_B0826,0.25,1.697274239290357e-5,23.718,7.156059698500535e-7
H16_B0825,0.25,3.970643004671189e-5,19.942,1.9910956798070348e-6
H16_B0824,0.25,2.13175688483567e-4,42.526,5.012831878934463e-6
H16_B0821,0.25,2.5008092214918866e-6,97.744,2.5585296504050238e-8
H16_B0820,0.25,7.567920465938994e-5,34.628,2.1854916443164475e-6
H16_B0819,0.25,5.762107321791614e-5,43.268,1.3317249056558228e-6
H16_B0818,0.25,1.0545851342635157e-5,20.794,5.071583794669211e-7
H16_B0817,0.25,NaN,41.487,0
H16_B0815,0.25,1.585236624116114e-5,86.089,1.8413927727306786e-7
H16_B0813,0.25,5.768971350745298e-6,38.234,1.508858960805905e-7
H16_B0812,0.25,6.886248517290342e-7,30.004,2.295110157742415e-8
H16_B0811,0.25,3.2235187099122476e-5,27.095,1.1897098025142083e-6
H16_B0810,0.25,1.9451261074494223e-6,35.369,5.4995224842359756e-8
H16_B0809,0.25,1.520221842530643e-8,58.029,2.61976226116363e-10
H16_B0808,0.25,4.715751009387971e-6,43.156,1.0927219875308117e-7
H16_B0807,0.25,1.179185755918813e-5,29.035,4.0612562628510866e-7
H16_B0806,0.25,NaN,26.776,0
H16_B0804,0.25,3.131299038980033e-6,36.237,8.641165215056524e-8
H16_B0802,0.25,6.492433330815705e-5,44.451,1.460582063579156e-6
H16_B0800,0.25,4.168108208651214e-6,19.356,2.1533933708675422e-7
H16_B0799,0.25,2.9731632674900646e-5,17.855,1.6651712503444776e-6
H16_B0798,0.25,2.2069602665182433e-5,23.26,9.48822126620053e-7
H16_B0797,0.25,4.730695857049121e-7,17.246,2.743068454742619e-8
H16_B0794,0.25,5.2167803220154854e-5,38.572,1.352478565284529e-6
H16_B0793,0.25,8.502596905847547e-7,22.702,3.745307420424433e-8
H16_B0792,0.25,NaN,67.477,0
H16_B0791,0.25,NaN,52.147,0
H16_B0790,0.25,1.6189865396751828e-5,49.637,3.261652677791129e-7
H16_B0789,0.25,2.676652424894541e-6,47.851,5.593723067218116e-8
H16_B0788,0.25,3.2002091684614866e-5,72.326,4.4247008938161754e-7
H16_B0787,0.25,4.12920923634891e-5,64.357,6.416099626068509e-7
H16_B0786,0.25,4.813348479105216e-5,44.69,1.0770526916771574e-6
H16_B0785,0.25,1.588821306766751e-5,79.013,2.010835314146724e-7
H16_B0784,0.25,6.46125946882401e-6,15.462,4.178799294285351e-7
H16_B0781,0.25,4.761753288197302e-5,17.765,2.6804127712903473e-6
H16_B0780,0.25,2.669869617258538e-6,46.252,5.772441445253261e-8
H16_B0779,0.25,2.7803339713402863e-5,93.078,2.9871011101874625e-7
H16_B0778,0.25,2.616709734422916e-6,13.717,1.907639960941107e-7
H16_B0777,0.25,8.995530042965732e-4,44.935,2.0018983071026443e-5
H16_B0776,0.25,4.2967687878954254e-5,97.992,4.3848158909864327e-7
H16_B0775,0.25,5.715033232131677e-5,35.143,1.6262223578327624e-6
H16_B0768,0.25,3.549574745356698e-5,58.381,6.080017035262668e-7
H16_B0766,0.25,2.6202000648317095e-4,35.257,7.431715871548089e-6
H16_B0765,0.25,2.1730689177749528e-6,34.772,6.249479229768068e-8
H16_B0764,0.25,2.4942333750772366e-5,23.021,1.083460047381624e-6
H16_B0762,0.25,9.355786045492552e-8,25.267,3.7027688469120004e-9
H16_B0761,0.25,4.901129878373431e-7,25.152,1.948604436376205e-8
H16_B0760,0.25,1.695869490658282e-5,24.343,6.966559136746834e-7
H16_B0759,0.25,2.583586121306953e-4,40.516,6.376705798467156e-6
H16_B0757,0.25,4.521130001735479e-5,34.313,1.3176143157798732e-6
H16_B0756,0.25,3.4659116326116947e-5,31.251,1.109056232636298e-6
H16_B0754,0.25,1.525181219820671e-4,99.42,1.5340788773090637e-6
H16_B0753,0.25,1.0595262564669703e-4,56.388,1.8789924389355363e-6
H16_B0752,0.25,1.762441794306705e-5,40.961,4.302731364729144e-7
H16_B0751,0.25,6.6088011067636e-6,45.325,1.45809180513262e-7
H16_B0750,0.25,3.400055537362056e-7,40.378,8.42056450879701e-9
H16_B0749,0.25,1.0445914304495413e-5,29.868,3.4973598180311417e-7
H16_B0748,0.25,4.007002503337882e-5,35.456,1.1301338287843757e-6
H16_B0747,0.25,3.0203669059153324e-5,31.605,9.556610997991875e-7
H16_B0746,0.25,2.3114451783543284e-5,26.183,8.828037957278876e-7
H16_B0745,0.25,1.0698306525629126e-5,16.862,6.344624911415684e-7
H16_B0744,0.25,NaN,30.62,0
H16_B0743,0.25,5.810585119895993e-7,81.199,7.155981132644481e-9
H16_B0742,0.25,8.595886917986961e-6,34.292,2.5066741274894906e-7
H16_B0741,0.25,2.3558657369791435e-5,18.872,1.2483391993318904e-6
H16_B0739,0.25,1.168983087903133e-7,34.081,3.4300140485993163e-9
H16_B0738,0.25,2.8383730689106672e-5,36.207,7.839293697104613e-7
H16_B0737,0.25,1.3944994817063082e-5,53.019,2.630188199902503e-7
H16_B0735,0.25,1.7591636739390826e-5,60.376,2.913680392770443e-7
H16_B0734,0.25,1.921261924640789e-5,28.464,6.749795969086527e-7
H16_B0733,0.25,6.776445897971689e-6,32.657,2.07503625500557e-7
H16_B0732,0.25,4.0506594259611195e-6,20.405,1.985130813997118e-7
H16_B0731,0.25,3.073464709775132e-6,26.821,1.1459172699657476e-7
H16_B0730,0.25,1.376721354184133e-6,39.999,3.44188943269615e-8
H16_B0729,0.25,1.4723948819855854e-5,10.965,1.342813389863735e-6
H16_B0728,0.25,1.0048825420514461e-5,31.033,3.238109567400658e-7
H16_B0727,0.25,1.2559338643245195e-5,38.398,3.27083146081702e-7
H16_B0726,0.25,NaN,34.138,0
H16_B0724,0.25,7.317119754586373e-6,74.234,9.856830771056891e-8
H16_B0723,0.25,7.604555866119901e-7,49.661,1.5312933420833048e-8
H16_B0722,0.25,8.686295032500781e-6,43.903,1.9785196985401412e-7
H16_B0721,0.25,9.1631189855917e-5,40.407,2.267705839481204e-6
H16_B0720,0.25,2.305478254133911e-6,35.254,6.539621756776284e-8
H16_B0718,0.25,9.07466031272569e-6,64.139,1.4148428121307925e-7
H16_B0716,0.25,1.3052040129751948e-5,38.829,3.361415470331955e-7
H16_B0715,0.25,3.9844397603673545e-6,46.005,8.660884165563209e-8
H16_B0714,0.25,1.6891435125591247e-5,58.074,2.908605421632959e-7
H16_B0713,0.25,1.3969087647147739e-4,26.8,5.212346136995424e-6
H16_B0712,0.25,4.40965471942558e-6,81.872,5.386035176159834e-8
H16_B0711,0.25,3.346865764198193e-4,14.984,2.2336263776015703e-5
H16_B0710,0.25,2.4012457345442733e-5,9.131,2.6297730090288834e-6
H16_B0709,0.25,7.030017308002521e-7,42.452,1.6559920163955812e-8
H16_B0708,0.25,4.645684789091262e-6,31.711,1.465007344168037e-7
H16_B0707,0.25,7.594802868741354e-6,43.44,1.7483432018281204e-7
H16_B0705,0.25,9.421983380074035e-6,34.739,2.712220668434335e-7
H16_B0704,0.25,1.6736314595938745e-6,41.353,4.0471826943483534e-8
H16_B0703,0.25,2.6118750702640447e-6,35.079,7.445694205262535e-8
H16_B0702,0.25,2.684620511891365e-5,60.678,4.4243721149203416e-7
H16_B0701,0.25,6.35025958115652e-6,48.228,1.3167163434429212e-7
H16_B0700,0.25,3.1603772433060545e-4,73.411,4.305045896808455e-6
H16_B0699,0.25,1.9292048386841198e-6,41.936,4.6003549186477484e-8
H16_B0697,0.25,2.2719288361170243e-5,34.31,6.621768685855506e-7
H16_B0696,0.25,1.191645006435289e-6,62.002,1.9219460766350908e-8
H16_B0695,0.25,3.5002423237269506e-6,35.374,9.894957663048993e-8
H16_B0694,0.25,1.6698726466440533e-7,42.909,3.8916605995107164e-9
H16_B0693,0.25,NaN,48.937,0
H16_B0692,0.25,3.385083192148198e-6,154.562,2.190113476888367e-8
H16_B0691,0.25,1.7742422545065595e-5,51.431,3.449752589890454e-7
H16_B0690,0.25,1.722802683098463e-5,78.614,2.1914705817010494e-7
H16_B0689,0.25,2.678378982607526e-5,7.485,3.578328634078191e-6
H16_B0688,0.25,5.026244402252203e-5,44.231,1.1363623707924765e-6
H16_B0687,0.25,2.7418813870988657e-5,32.118,8.53689951771239e-7
H16_B0686,0.25,2.2246864589578818e-5,33.356,6.669524100485316e-7
H16_B0685,0.25,NaN,18.671,0
H16_B0683,0.25,1.2111529632394231e-5,43.094,2.8104909343282667e-7
H16_B0682,0.25,1.707437599977534e-5,42.905,3.979577205401548e-7
H16_B0681,0.25,7.401481712439373e-5,48.304,1.5322709739233548e-6
H16_B0680,0.25,7.675213995833017e-6,28.336,2.7086441261409576e-7
H16_B0679,0.25,3.4373475291560935e-5,32.227,1.066604874532564e-6
H16_B0678,0.25,1.8439548577889533e-6,34.245,5.384595876154047e-8
H16_B0677,0.25,NaN,54.426,0
H16_B0676,0.25,1.3434228238175084e-4,44.615,3.011146080505454e-6
H16_B0675,0.25,1.1722624195527432e-4,40.043,2.927508976731871e-6
H16_B0673,0.25,2.419005873424762e-6,25.927,9.330064694815298e-8
H16_B0672,0.25,3.9192477547500366e-6,41.04,9.549823963815878e-8
H16_B0670,0.25,1.981894779606949e-6,87.017,2.2775949292746808e-8
H16_B0669,0.25,1.5290097769385161e-7,33.412,4.5762294293622534e-9
H16_B0668,0.25,1.481442299178801e-5,41.993,3.527831541396902e-7
H16_B0666,0.25,8.366149219871481e-6,28.401,2.9457234674382877e-7
H16_B0665,0.25,9.309240042995777e-6,43.552,2.1375000098722854e-7
H16_B0664,0.25,1.7462744613141175e-5,40.441,4.3180793286865247e-7
H16_B0663,0.25,8.336524621045557e-7,30.4,2.742277835870249e-8
H16_B0662,0.25,1.671447567771441e-6,40.436,4.133563081836584e-8
H16_B0661,0.25,NaN,37.981,0
H16_B0660,0.25,7.786052097174008e-8,43.249,1.800284884546234e-9
H16_B0659,0.25,1.767664865353307e-6,28.013,6.310159088113758e-8
H16_B0658,0.25,5.703379062076818e-7,37.184,1.5338261246979394e-8
H16_B0657,0.25,NaN,32.545,0
H16_B0656,0.25,3.455400123806756e-7,28.533,1.2110188637040466e-8
H16_B0655,0.25,5.009411553497028e-7,32.013,1.5648054082707116e-8
H16_B0653,0.25,1.7964687100437755e-7,26.625,6.747300319413241e-9
H16_B0652,0.25,1.1742471679343953e-5,43.307,2.7114488834008254e-7
H16_B0650,0.25,7.515231816995251e-7,32.038,2.3457243950918445e-8
H16_B0649,0.25,3.028835136039957e-7,26.617,1.1379325754367347e-08
H16_B0648,0.25,4.213143792661126e-7,29.12,1.4468213573698922e-8
H16_B0646,0.25,1.9157910990619983e-5,32.334,5.925004945450603e-7
H16_B0645,0.25,4.292016473988035e-6,17.088,2.511713760526706e-7
H16_B0644,0.25,5.037544872738174e-5,58.391,8.62726254514938e-7
H16_B0643,0.25,5.254652255564512e-5,37.645,1.3958433405670108e-6
H16_B0641,0.25,1.95955472072038e-6,59.743,3.2799737554531574e-8
H16_B0636,0.25,4.302896093638673e-6,11.861,3.6277683952775255e-7
H16_B0635,0.25,2.2279007378095254e-5,43.574,5.112913062398507e-7
H16_B0632,0.25,1.1488410018975112e-5,38.576,2.978123708776211e-7
H16_B0631,0.25,1.0084536547939733e-7,33.946,2.970758424538895e-9
H16_B0630,0.25,7.72240252057964e-8,27.778,2.7800426670673337e-9
H16_B0628,0.25,NaN,41.385,0
H16_B0627,0.25,5.4187140647461886e-5,34.292,1.5801685713128975e-6
H16_B0626,0.25,6.725172397472485e-6,71.28,9.434865877486652e-8
H16_B0625,0.25,1.6525572099912504e-6,41.298,4.001542956054168e-8
H16_B0624,0.25,3.5006166399248004e-7,16.309,2.146432423768962e-8
H16_B0623,0.25,1.0245791491284308e-5,20.801,4.925624485017215e-7
H16_B0622,0.25,3.725540884903303e-5,71.485,5.211640043230472e-7
H16_B0621,0.25,7.513050174097005e-5,25.309,2.968529050573711e-6
H16_B0620,0.25,NaN,31.92,0
H16_B0619,0.25,7.213381336294563e-7,32.819,2.197928436666127e-8
H16_B0618,0.25,NaN,55.132,0
H16_B0617,0.25,NaN,33.119,0
H16_B0616,0.25,3.50887951141874e-5,42.509,8.254439086825708e-7
H16_B0615,0.25,1.5585896999807811e-6,34.122,4.567697379933126e-8
H16_B0613,0.25,2.6791353362637396e-7,33.826,7.920343334310114e-9
H16_B0612,0.25,1.278924316351619e-6,38.969,3.281901810032639e-8
H16_B0611,0.25,1.6306028116769145e-6,34.262,4.759216658913415e-8
H16_B0610,0.25,2.61637395401228e-5,26.736,9.78595883457615e-7
H16_B0609,0.25,5.425770501581753e-5,13.413,4.045158056796953e-6
H16_B0607,0.25,6.243932653875977e-6,32.664,1.9115640013090795e-7
H16_B0606,0.25,5.919471177056228e-6,35.78,1.6544078191884372e-7
H16_B0605,0.25,2.116335522610518e-6,41.926,5.047787822855788e-8
H16_B0602,0.25,4.242244280014582e-7,13.196,3.2147956047397565e-8
H16_B0601,0.25,5.4205953080603724e-5,27.063,2.0029543317667564e-6
H16_B0600,0.25,1.8536079125362865e-6,31.48,5.888208108438013e-8
H16_B0599,0.25,4.6191791777480635e-7,27.598,1.673736929396356e-8
H16_B0598,0.25,3.0086391845506757e-6,55.879,5.3842036982599464e-8
H16_B0597,0.25,1.257415547628018e-6,27.324,4.601872154984695e-8
H16_B0592,0.25,7.795022565936703e-5,14.886,5.236478950649404e-6
H16_B0591,0.25,6.677940242633475e-5,40.973,1.629839221593116e-6
H16_B0590,0.25,1.157223090795818e-5,14.067,8.226509495953779e-7
H16_B0589,0.25,6.735141287445363e-5,52.991,1.2709972047036974e-6
H16_B0587,0.25,1.2643588867609943e-5,19.249,6.568439330671693e-7
H16_B0586,0.25,5.916143753033117e-6,51.924,1.1393852078100912e-7
H16_B0585,0.25,1.8032044753316637e-7,8.187,2.2025216505822205e-8
H16_B0584,0.25,1.4428042268486937e-8,21.273,6.782326079296262e-10
H16_B0583,0.25,2.798123270560195e-5,113.719,2.4605591594722035e-7
H16_B0582,0.25,7.39735056700932e-5,41.875,1.7665314786887932e-6
H16_B0581,0.25,3.29898868931173e-5,43.887,7.517006606311049e-7
H16_B0580,0.25,1.5491062866276683e-5,43.299,3.577695296952974e-7
H16_B0578,0.25,1.8624876029134454e-7,31.937,5.831755026813557e-9
H16_B0577,0.25,1.207027335550715e-5,9.375,1.2874958245874293e-6
H16_B0576,0.25,2.9081890903718407e-6,14.494,2.006477915255858e-7
H16_B0575,0.25,8.59327897771536e-7,12.528,6.859258443259387e-8
H16_B0574,0.25,7.857533985321119e-5,29.419,2.6709045124991057e-6
H16_B0572,0.25,1.999710077326091e-6,46.9,4.263774152081217e-8
H16_B0571,0.25,1.8612880780729166e-4,26.46,7.0343464779777645e-6
H16_B0570,0.25,5.278202642245579e-6,63.762,8.277975349339072e-8
H16_B0569,0.25,3.2289280507361593e-6,22.808,1.4156997767170114e-7
H16_B0568,0.25,3.947940047090748e-4,93.126,4.239353185029689e-6
H16_B0567,0.25,2.0174098564297617e-5,17.087,1.1806694308127593e-6
H16_B0566,0.25,2.8828455254684607e-5,38.107,7.565133769303436e-7
H16_B0565,0.25,7.1870965790755974e-6,15.672,4.5859472811865733e-7
H16_B0560,0.25,5.63779823129526e-6,29.792,1.8923866243606538e-7
H16_B0559,0.25,8.758623117415115e-6,20.079,4.3620813374247294e-7
H16_B0557,0.25,1.1212216839453305e-5,34.714,3.229883286124706e-7
H16_B0555,0.25,NaN,44.332,0
H16_B0554,0.25,5.590581249986962e-5,33.649,1.6614405331471847e-6
H16_B0553,0.25,1.6605475481976e-5,56.631,2.932223602263072e-7
H16_B0549,0.25,5.701946740217009e-7,27.962,2.039177004583724e-8
H16_B0548,0.25,6.547313514759532e-5,27.324,2.3961768096763034e-6
H16_B0547,0.25,1.5717806908511947e-5,52.533,2.991987304839234e-7
H16_B0546,0.25,9.741893788335424e-7,34.729,2.8051178520358847e-8
H16_B0545,0.25,1.2073967466309557e-5,11.742,1.0282717992087852e-6
H16_B0544,0.25,NaN,38.415,0
H16_B0543,0.25,2.4809156123709764e-7,13.375,1.854890177473627e-8
H16_B0542,0.25,2.458906562928618e-8,59.396,4.1398521161839484e-10
H16_B0541,0.25,1.7210275884555964e-6,10.239,1.680855150361946e-7
H16_B0540,0.25,3.051455089330303e-6,37.359,8.16792496943254e-8
H16_B0538,0.25,1.935318375356348e-4,62.726,3.085352764972018e-6
H16_B0537,0.25,2.9797861153195187e-5,34.659,8.59743822764511e-7
H16_B0536,0.25,2.6242747751981882e-5,40.289,6.513625990216159e-7
H16_B0535,0.25,1.6545480823400013e-6,33.318,4.9659285741641193e-8
H16_B0533,0.25,NaN,33.32,0
H16_B0531,0.25,2.0571427744004994e-5,53.855,3.8197804742373024e-7
H16_B0530,0.25,2.2439509382447186e-5,34.929,6.424320588178072e-7
H16_B0529,0.25,5.6685344137017035e-6,48.452,1.1699278489436356e-7
H16_B0526,0.25,1.9125006925098926e-5,13.749,1.3910107589714834e-6
H16_B0525,0.25,8.181855358773243e-6,49.674,1.64711023045723e-7
H16_B0524,0.25,9.814039468918391e-6,66.201,1.4824609097926606e-7
H16_B0523,0.25,3.557032956729395e-6,24.581,1.447066009002642e-7
H16_B0522,0.25,3.655336519502261e-5,21.962,1.664391457746226e-6
H16_B0521,0.25,1.1988733810581409e-5,26.071,4.5984940395770816e-7
H16_B0520,0.25,5.091065617715122e-4,111.426,4.569010480242602e-6
H16_B0518,0.25,8.299044280302864e-6,24.488,3.3890249429528187e-7
H16_B0517,0.25,2.2905707692970674e-5,37.612,6.089999918369317e-7
H16_B0516,0.25,8.612285792481348e-8,33.075,2.6038656968953433e-9
H16_B0514,0.25,5.44794145086315e-8,26.796,2.0331174245645433e-9
H16_B0513,0.25,1.7031918295852753e-5,33.87,5.028614790626736e-7
H16_B0512,0.25,1.49364862470132e-4,34.546,4.323651434902217e-6
H16_B0510,0.25,3.2642055341189405e-5,44.228,7.380405024235644e-7
H16_B0509,0.25,1.6601993144294683e-8,86.009,1.930262314908287e-10
H16_B0508,0.25,7.876372497452897e-6,45.615,1.72670667487732e-7
H16_B0507,0.25,7.157687956774491e-8,21.639,3.3077720582164105e-9
H16_B0502,0.25,1.4127272355957276e-4,26.909,5.250017598557091e-6
H16_B0501,0.25,7.749146039758207e-5,28.571,2.7122417975423357e-6
H16_B0500,0.25,1.0858641501439105e-6,25.006,4.3424144211145744e-8
H16_B0499,0.25,2.231831755473091e-5,43.453,5.1361971681428e-7
H16_B0498,0.25,3.559917361950176e-5,46.242,7.698450244258846e-7
H16_B0497,0.25,3.41378745882349e-7,13.903,2.455432251185708e-8
H16_B0496,0.25,1.1000985193816706e-5,55.328,1.988321499749983e-7
H16_B0494,0.25,6.214729865926287e-5,44.721,1.3896670168212446e-6
H16_B0493,0.25,1.028971972951517e-5,19.804,5.195778493998772e-7
H16_B0492,0.25,9.281676030416618e-6,20.568,4.512677961112708e-7
H16_B0491,0.25,2.1620581988464918e-4,41.864,5.164480696652235e-6
H16_B0490,0.25,1.9226753910358838e-7,46.113,4.169486676286262e-9
H16_B0489,0.25,NaN,33.533,0
H16_B0488,0.25,2.2292872067950407e-6,44.321,5.0298666699646685e-8
H16_B0487,0.25,8.679498974855642e-8,30.196,2.8743869965742624e-9
H16_B0486,0.25,3.234277078048212e-6,34.312,9.426081481837875e-8
H16_B0485,0.25,7.264601244428156e-5,43.36,1.6754154161504052e-6
H16_B0483,0.25,3.7140467826638917e-6,59.561,6.235702527935883e-8
H16_B0482,0.25,9.509313571126172e-6,34.056,2.792257919640055e-7
H16_B0481,0.25,1.0460684163977765e-5,33.535,3.1193332828321946e-7
H16_B0480,0.25,2.5283012499222454e-6,34.869,7.250856778004088e-8
H16_B0479,0.25,1.2405310733699596e-6,49.402,2.5110948410387426e-8
H16_B0478,0.25,1.1591989963442708e-5,46.641,2.4853647999491237e-7
H16_B0477,0.25,8.048597244440712e-7,48.509,1.6591966943125424e-8
H16_B0476,0.25,3.300499034531407e-6,37.509,8.79921894620333e-8
H16_B0472,0.25,2.22397056013875e-5,26.282,8.461953276534321e-7
H16_B0471,0.25,4.700142533024205e-6,18.446,2.548055151807549e-7
H16_B0470,0.25,2.002818664652372e-5,45.095,4.4413319983421046e-7
H16_B0467,0.25,6.737214726063399e-6,43.395,1.552532486706625e-7
H16_B0466,0.25,6.146062245665774e-7,34.748,1.7687528046695564e-8
H16_B0465,0.25,7.808491875106484e-6,16.775,4.654838673684938e-7
H16_B0464,0.25,7.733134615206447e-6,22.761,3.397537285359363e-7
H16_B0463,0.25,3.479920227472607e-5,34.505,1.0085263664606888e-6
H16_B0462,0.25,3.2121406881753777e-7,42.048,7.639223478347073e-9
H16_B0461,0.25,4.4631819907543785e-6,46.419,9.614989531774443e-8
H16_B0460,0.25,2.789436502655094e-7,42.063,6.631568130316653e-9
H16_B0459,0.25,8.17876385508413e-6,41.83,1.955238789166658e-7
H16_B0458,0.25,2.1139989309683696e-5,35.905,5.887756387601642e-7
H16_B0457,0.25,2.7663852017153247e-6,23.391,1.1826707715426124e-7
H16_B0455,0.25,5.084360003146359e-6,37.473,1.3568062346613186e-7
H16_B0452,0.25,1.931642922919608e-6,14.254,1.3551584979090837e-7
H16_B0451,0.25,7.116644216638306e-6,24.235,2.936515047096475e-7
H16_B0450,0.25,1.4554577791865687e-7,42.254,3.44454437257199e-9
H16_B0448,0.25,NaN,20.04,0
H16_B0442,0.25,1.6665745914106614e-6,14.558,1.1447826565535522e-7
H16_B0441,0.25,3.763732026032224e-5,27.837,1.3520609354572062e-6
H16_B0438,0.25,7.457308112144615e-5,15.552,4.795079804619738e-6
H16_B0435,0.25,2.602041692248563e-6,14.811,1.756830526128258e-7
