locus_tag,growthrate,mass_g_per_gDCW,MolWeight,conc_mmol_gDCW
H16_B1682,0.25,5.435987995021021e-6,60.639,8.964507981696632e-8
H16_B1681,0.25,7.746718465300107e-5,40.936,1.8923975144860529e-6
H16_B1680,0.25,8.379823030423032e-5,51.148,1.638348132952028e-6
H16_B1679,0.25,6.975995905344442e-5,84.134,8.291530065543586e-7
H16_B1674,0.25,2.2499538498435117e-6,35.706,6.301332688745622e-8
H16_B1673,0.25,8.895998987663742e-6,26.204,3.3949011554204484e-7
H16_B1672,0.25,2.7553884167054965e-5,12.942,2.1290282929265156e-6
H16_B1670,0.25,2.4176362446405383e-4,45.238,5.344259791857594e-6
H16_B1669,0.25,1.3431519543486426e-5,16.939,7.929346209036203e-7
H16_B1668,0.25,8.729409344826008e-5,27.94,3.1243412114624224e-6
H16_B1667,0.25,3.7481869255498584e-5,40.903,9.163599064982661e-7
H16_B1666,0.25,NaN,25.812,0
H16_B1665,0.25,3.737815794787298e-6,83.359,4.483997882396979e-8
H16_B1664,0.25,2.8691352543779482e-5,22.044,1.3015492897740648e-6
H16_B1663,0.25,1.3219648528046856e-5,36.989,3.5739405034055677e-7
H16_B1662,0.25,1.2060364617897633e-5,59.398,2.030432778527498e-7
H16_B1660,0.25,4.338716540361234e-6,14.861,2.919532023660073e-7
H16_B1659,0.25,1.7099120779375805e-7,31.325,5.4586179662811835e-9
H16_B1657,0.25,1.6432454888060544e-4,30.596,5.370785360197589e-6
H16_B1656,0.25,2.7086612755752955e-7,8.868,3.0544218263140455e-8
H16_B1655,0.25,4.4512872218011165e-5,49.814,8.935815677924111e-7
H16_B1652,0.25,8.087052883164082e-6,34.321,2.3562987334763213e-7
H16_B1651,0.25,5.6306136079939654e-5,30.992,1.8167958208550482e-6
H16_B1650,0.25,1.213422367276852e-6,7.662,1.583688811376732e-7
H16_B1649,0.25,1.2029141839835768e-5,11.417,1.0536166978922455e-6
H16_B1648,0.25,1.2663608071972063e-6,19.063,6.643029991067546e-8
H16_B1647,0.25,2.2187341106863465e-5,26.229,8.459087691815725e-7
H16_B1646,0.25,2.1088766197821452e-7,52.123,4.045961705546774e-9
H16_B1645,0.25,1.5792630955480003e-4,15.186,1.0399467243171344e-5
H16_B1644,0.25,2.9931909637337346e-6,82.028,3.6489868870796975e-8
H16_B1643,0.25,2.8636141681742603e-5,33.055,8.663180058007141e-7
H16_B1642,0.25,3.193483302122269e-4,39.49,8.08681514844839e-6
H16_B1641,0.25,6.632774344555653e-5,33.819,1.961256791908588e-6
H16_B1640,0.25,2.403722256099667e-5,36.382,6.606899719915527e-7
H16_B1639,0.25,1.7121197794719333e-4,42.173,4.059753348047171e-6
H16_B1637,0.25,2.288176607290476e-5,63.752,3.589184037034879e-7
H16_B1636,0.25,1.723514694739829e-5,31.702,5.436611869092893e-7
H16_B1635,0.25,3.8143973768611476e-6,10.586,3.6032470969782235e-7
H16_B1634,0.25,2.6360986760383532e-5,33.733,7.814598986269687e-7
H16_B1633,0.25,3.353543425084264e-6,19.491,1.7205599636161634e-7
H16_B1632,0.25,1.1271707004607876e-5,86.4,1.3045957181259116e-7
H16_B1631,0.25,4.9665015491626184e-5,32.475,1.5293307310739395e-6
H16_B1630,0.25,1.2201522566830806e-4,41.937,2.909488653654483e-6
H16_B1629,0.25,2.3303626912290462e-5,27.873,8.360645396007054e-7
H16_B1628,0.25,6.526277923677098e-6,13.02,5.012502245527725e-7
H16_B1627,0.25,8.616036237690088e-6,19.42,4.4366818937642064e-7
H16_B1626,0.25,3.1699415617137586e-7,23.187,1.3671201801499801e-8
H16_B1625,0.25,2.7688105796774163e-6,108.561,2.5504652496544952e-8
H16_B1620,0.25,2.2880821911549315e-7,49.495,4.622855220032188e-9
H16_B1618,0.25,1.366651703796344e-5,35.161,3.886839691124666e-7
H16_B1617,0.25,5.946155094729238e-7,39.223,1.515986817614471e-8
H16_B1616,0.25,5.061528062180323e-7,37.754,1.3406600789797965e-8
H16_B1615,0.25,1.5411365778753028e-6,37.021,4.1628712835290856e-8
H16_B1614,0.25,8.565864542466291e-7,35.614,2.405195861870694e-8
H16_B1613,0.25,6.848597161137453e-6,36.927,1.8546313432278423e-7
H16_B1612,0.25,3.328301933473065e-8,32.523,1.0233686724696567e-9
H16_B1610,0.25,6.0549401422570456e-5,24.183,2.503800249041494e-6
H16_B1609,0.25,3.280522184699347e-6,88.957,3.6877617103761895e-8
H16_B1607,0.25,3.050066370285864e-5,119.375,2.555029420134755e-7
H16_B1606,0.25,1.5542118258582754e-5,49.745,3.124357876888683e-7
H16_B1605,0.25,4.260157746874224e-6,12.108,3.5184652683136963e-7
H16_B1603,0.25,1.8445528170988692e-6,38.08,4.8438887003646776e-8
H16_B1601,0.25,3.097564143027847e-7,31.457,9.846978869656506e-9
H16_B1600,0.25,6.136355448955596e-5,37.205,1.649336231408573e-6
H16_B1599,0.25,7.248286305692068e-7,38.671,1.874346747095257e-8
H16_B1597,0.25,6.035099493476209e-5,44.831,1.3461889080047755e-6
H16_B1596,0.25,3.053867659390202e-4,47.62,6.412993824842927e-6
H16_B1595,0.25,3.9943174281660054e-5,24.453,1.6334672343540691e-6
H16_B1594,0.25,5.556854733412821e-7,25.499,2.1792441795414808e-8
H16_B1593,0.25,4.190023355485651e-5,46.17,9.0752076142206e-7
H16_B1591,0.25,6.7791551409341585e-6,65.407,1.0364571285847323e-7
H16_B1588,0.25,1.3285554423110465e-4,60.943,2.1799967876721636e-6
H16_B1587,0.25,2.6900015982262685e-4,13.62,1.975037884160256e-5
H16_B1586,0.25,4.980643485737993e-7,47.786,1.0422808951864547e-8
H16_B1585,0.25,5.085809668249527e-5,10.953,4.643302901715992e-6
H16_B1584,0.25,9.26477859510261e-7,10.737,8.62883356161182e-8
H16_B1583,0.25,2.623022449608946e-5,27.414,9.568185779561342e-7
H16_B1582,0.25,2.0577466720947402e-4,51.443,4.000051847860234e-6
H16_B1580,0.25,1.0799575215879201e-4,34.15,3.1623939138738507e-6
H16_B1579,0.25,2.4449344628108683e-5,12.223,2.000273633977639e-6
H16_B1578,0.25,NaN,19.337,0
H16_B1576,0.25,6.163739914318716e-5,21.457,2.872600976053836e-6
H16_B1574,0.25,1.8846240573245978e-4,49.42,3.813484535258191e-6
H16_B1573,0.25,1.6169221858842906e-6,12.308,1.313716433120158e-7
H16_B1571,0.25,1.371829265939508e-4,212.756,6.447899311603471e-7
H16_B1570,0.25,3.404785838580814e-6,12.147,2.80298496631334e-7
H16_B1568,0.25,3.8079162542058836e-7,13.902,2.7391139794316527e-8
H16_B1567,0.25,7.837522529718968e-7,8.928,8.778587062857266e-8
H16_B1565,0.25,3.360859935836152e-7,22.388,1.501188107841769e-8
H16_B1564,0.25,1.6996268188692646e-4,97.488,1.7434215686743646e-6
H16_B1563,0.25,8.295619511400264e-7,72.572,1.143088176073453e-8
H16_B1562,0.25,1.9155412807683404e-5,95.677,2.0020917051834194e-7
H16_B1561,0.25,2.818255462795991e-5,79.873,3.5284206963504455e-7
H16_B1560,0.25,5.790260763065306e-6,82.373,7.029318785360866e-8
H16_B1558,0.25,2.1528070498142397e-6,126.15,1.7065454219692745e-8
H16_B1557,0.25,8.411075608688641e-6,124.379,6.762456370198057e-8
H16_B1554,0.25,9.786811823667477e-7,42.29,2.3142141933477128e-8
H16_B1553,0.25,7.577057623110859e-7,21.655,3.498987588598873e-8
H16_B1550,0.25,2.5040811458489426e-6,7.975,3.1399136625065113e-7
H16_B1549,0.25,3.1451948493566845e-5,11.233,2.7999598053562583e-6
H16_B1548,0.25,2.065840166272266e-6,48.543,4.25569117333553e-8
H16_B1547,0.25,5.418296460433917e-6,8.009,6.765259658426667e-7
H16_B1546,0.25,1.0152382255026227e-5,63.525,1.5981711538805552e-7
H16_B1545,0.25,2.4459087039966384e-5,35.184,6.951764165520233e-7
H16_B1544,0.25,3.6422813127221816e-5,28.364,1.284121179213856e-6
H16_B1543,0.25,1.1493579892819195e-5,29.027,3.959616871471112e-7
H16_B1542,0.25,2.0533001985186986e-5,34.093,6.02264452679054e-7
H16_B1541,0.25,1.2247492942276616e-5,72.904,1.6799480059086764e-7
H16_B1540,0.25,4.658667537984458e-6,32.871,1.4172576246492222e-7
H16_B1538,0.25,4.535691024469065e-7,30.455,1.4893091526741307e-8
H16_B1537,0.25,3.3712575143904984e-4,51.512,6.544606139133597e-6
H16_B1536,0.25,2.0173296896349136e-7,7.808,2.5836701967660265e-8
H16_B1535,0.25,NaN,43.138,0
H16_B1534,0.25,3.5005355946428325e-5,49.482,7.074361575204787e-7
H16_B1533,0.25,7.357982563024446e-5,34.732,2.1185024078729836e-6
H16_B1532,0.25,4.3962611589027994e-5,61.102,7.194954598708388e-7
H16_B1531,0.25,2.7690064992246454e-4,26.032,1.063693338669578e-5
H16_B1529,0.25,5.045122415311136e-6,18.952,2.6620527729585984e-7
H16_B1528,0.25,1.9883728041377618e-6,59.052,3.3671557341627075e-8
H16_B1527,0.25,1.9157085092972463e-6,33.996,5.635099744961896e-8
H16_B1523,0.25,1.1831942727309683e-5,76.608,1.544478739467116e-7
H16_B1522,0.25,1.0335158061049368e-5,58.5,1.7666936856494648e-7
H16_B1519,0.25,1.7001523706582779e-6,125.944,1.3499272459650939e-8
H16_B1517,0.25,1.8425552871408055e-6,13.511,1.3637445689740252e-7
H16_B1515,0.25,1.2272381394238452e-5,45.476,2.6986501438645554e-7
H16_B1514,0.25,1.7280246104078512e-4,47.8,3.61511424771517e-6
H16_B1513,0.25,1.2695401663058484e-6,27.358,4.6404714025361813e-08
H16_B1511,0.25,5.963208370558757e-6,16.348,3.64766844296474e-7
H16_B1509,0.25,6.560676787194669e-5,34.092,1.9244036099949164e-6
H16_B1508,0.25,NaN,34.039,0
H16_B1507,0.25,6.618638241671242e-6,43.402,1.5249615781925353e-7
H16_B1506,0.25,NaN,47.147,0
H16_B1505,0.25,2.6407593882532104e-4,13.464,1.9613483275796274e-5
H16_B1504,0.25,1.2258179116023234e-5,11.395,1.0757506903048033e-6
H16_B1503,0.25,0.0011947659052783757,31.699,3.769096518118476e-5
H16_B1502,0.25,9.663807506985129e-4,58.724,1.6456316849984895e-5
H16_B1501,0.25,0.002154267202432343,54.96,3.9197001499860685e-5
H16_B1500,0.25,0.0012408416976651588,34.049,3.644282350921198e-5
H16_B1499,0.25,5.655182622839825e-6,34.902,1.6203033129447668e-7
H16_B1498,0.25,0.0011595762213715659,56.494,2.0525652659956205e-5
H16_B1497,0.25,7.196277691407397e-4,44.433,1.6195795222936552e-5
H16_B1495,0.25,2.7464562664991642e-5,30.395,9.035881778250252e-7
H16_B1494,0.25,1.1082372500514102e-5,63.583,1.7429772896079303e-7
H16_B1492,0.25,1.8249733158685696e-5,11.747,1.5535654344671573e-6
H16_B1489,0.25,1.1541917474420825e-5,83.074,1.3893537658498235e-7
H16_B1488,0.25,1.6701519631620927e-5,19.344,8.633953490292042e-7
H16_B1486,0.25,4.22510135255786e-6,56.508,7.476996801440258e-8
H16_B1485,0.25,5.687257379188861e-6,46.995,1.2101835044555506e-7
H16_B1484,0.25,6.306718523728756e-8,43.139,1.4619528787706612e-9
H16_B1483,0.25,2.314003107290223e-5,42.597,5.432314734113254e-7
H16_B1482,0.25,6.113683213675199e-6,34.958,1.7488652708035926e-7
H16_B1481,0.25,4.0370254047800994e-6,43.657,9.247143424376618e-8
H16_B1480,0.25,1.2200595777831247e-6,48.219,2.5302465372221005e-8
H16_B1478,0.25,1.0271438709700945e-6,30.087,3.413912556818874e-8
H16_B1476,0.25,3.520286495621766e-5,29.6,1.1892859782505965e-6
H16_B1474,0.25,1.938625318705364e-5,35.687,5.432301170469258e-7
H16_B1472,0.25,2.1382807598514304e-6,33.705,6.344105503193681e-8
H16_B1471,0.25,2.4775949963982463e-5,85.495,2.897941395869052e-7
H16_B1470,0.25,1.2450158621221463e-5,30.389,4.096929356418922e-7
H16_B1469,0.25,4.125787398228727e-5,42.513,9.704766537832492e-7
H16_B1468,0.25,3.0724578190571046e-6,53.949,5.6951154220784525e-8
H16_B1467,0.25,4.0787042638626235e-7,9.159,4.453220071910278e-8
H16_B1466,0.25,8.928923404407691e-6,41.8,2.1361060776094957e-7
H16_B1465,0.25,7.3220699945427575e-6,29.493,2.4826467278821274e-7
H16_B1463,0.25,8.297245488161013e-8,73.605,1.1272665563699495e-9
H16_B1461,0.25,2.016275302146043e-5,52.186,3.863632587563797e-7
H16_B1460,0.25,2.7329355225831635e-5,50.676,5.392958249631312e-7
H16_B1459,0.25,1.1413505301360674e-5,51.472,2.217420209310047e-7
H16_B1457,0.25,1.3205969136734991e-5,14.58,9.057592000504109e-7
H16_B1454,0.25,3.123386843656964e-5,24.979,1.2504050777280774e-6
H16_B1453,0.25,3.067115471936643e-5,31.64,9.693790998535535e-7
H16_B1452,0.25,3.702456991380557e-4,114.269,3.2401237355543123e-6
H16_B1451,0.25,NaN,12.37,0
H16_B1450,0.25,1.2077841188690866e-4,33.538,3.6012407384730354e-6
H16_B1449,0.25,7.06286106695174e-5,45.476,1.5530963732412128e-6
H16_B1448,0.25,4.828981040439742e-5,35.361,1.3656234383755386e-6
H16_B1447,0.25,6.875279247445596e-6,31.382,2.1908352709978957e-7
H16_B1446,0.25,1.5507749597694476e-5,32.137,4.82551252378706e-7
H16_B1445,0.25,2.1858968752950863e-6,35.551,6.148622754057794e-8
H16_B1444,0.25,NaN,48.451,0
H16_B1443,0.25,6.77958185996722e-6,20.459,3.3137405835902146e-7
H16_B1442,0.25,3.1683466545726427e-7,28.051,1.1294950820194085e-8
H16_B1441,0.25,6.508719789214311e-5,35.355,1.840961614825148e-6
H16_B1440,0.25,2.616724791578105e-7,34.499,7.584929393832009e-9
H16_B1439,0.25,7.483212497857868e-6,28.162,2.6572020800574774e-7
H16_B1438,0.25,1.406294786712206e-5,71.883,1.9563662990028326e-7
H16_B1436,0.25,NaN,46.939,0
H16_B1435,0.25,3.143998527954637e-6,29.227,1.0757171546702149e-7
H16_B1434,0.25,6.1071036151207586e-6,47.137,1.2956071907674986e-7
H16_B1433,0.25,6.608981851233756e-5,35.837,1.8441783216323229e-6
H16_B1432,0.25,5.691567143282242e-5,16.132,3.5281224543033975e-6
H16_B1431,0.25,3.325866667096185e-6,29.722,1.1189915440065221e-7
H16_B1430,0.25,1.8374178495866725e-5,29.012,6.333302942184862e-7
H16_B1428,0.25,2.2089319756221773e-5,53.216,4.1508793889472665e-7
H16_B1427,0.25,1.4958769204717464e-6,30.271,4.9416171268598544e-8
H16_B1426,0.25,8.54919051326371e-7,31.85,2.6842042427829545e-8
H16_B1424,0.25,4.17519002074658e-6,57.125,7.308866557105612e-8
H16_B1423,0.25,7.957951674710835e-6,7.072,1.1252759721027766e-6
H16_B1422,0.25,NaN,59.554,0
H16_B1421,0.25,6.247398235985392e-7,9.595,6.511097692532977e-8
H16_B1420,0.25,8.412544402764165e-6,35.672,2.3583046654979157e-7
H16_B1419,0.25,2.914260775849687e-5,23.013,1.2663541371614682e-6
H16_B1417,0.25,1.95595002859536e-5,40.546,4.824027101552212e-7
H16_B1416,0.25,7.081230878952854e-7,25.669,2.7586703334578106e-8
H16_B1415,0.25,NaN,32.721,0
H16_B1414,0.25,1.5067195558911473e-5,33.152,4.5448828302701115e-7
H16_B1413,0.25,3.980071537081859e-7,48.755,8.163412033805473e-9
H16_B1412,0.25,4.462610840577188e-7,37.898,1.177532017673014e-8
H16_B1409,0.25,1.635543575993094e-5,26.447,6.184231012943224e-7
H16_B1407,0.25,2.3767905475903656e-5,16.546,1.4364744032336309e-6
H16_B1406,0.25,3.4659514842389616e-4,26.615,1.302254925507782e-5
H16_B1405,0.25,3.570504919553491e-5,18.199,1.9619236878693835e-6
H16_B1404,0.25,2.9885081595398128e-5,14.107,2.1184576164597806e-6
H16_B1403,0.25,3.57960902530943e-6,37.893,9.446623453697068e-8
H16_B1402,0.25,3.1916030046201454e-6,14.404,2.215775482241145e-7
H16_B1401,0.25,5.2817820752582395e-6,50.034,1.0556385808166926e-7
H16_B1399,0.25,1.2224284044908493e-6,62.287,1.962573899033264e-8
H16_B1397,0.25,1.4963187995065145e-5,24.582,6.087050685487408e-7
H16_B1394,0.25,0.0033194444972761633,16.003,2.0742638863189173e-4
H16_B1383,0.25,4.267675854973718e-4,83.182,5.130528064934383e-6
H16_B1382,0.25,0.0010040919243845428,101.599,9.882891803901049e-6
H16_B1381,0.25,5.105929788752123e-5,7.248,7.044605116931737e-6
H16_B1380,0.25,3.155347717520835e-7,32.834,9.610000967048896e-9
H16_B1379,0.25,1.0919491794999456e-6,27.182,4.0171774685451604e-8
H16_B1378,0.25,1.75802560319649e-7,16.105,1.0916023615004594e-8
H16_B1377,0.25,3.6781517271275576e-5,77.688,4.7345172061676936e-7
H16_B1376,0.25,1.1745411055163471e-7,7.49,1.568145668246124e-8
H16_B1375,0.25,8.481433738819376e-6,22.319,3.800095765410357e-7
H16_B1374,0.25,1.2056521382883437e-4,33.089,3.6436644754702277e-6
H16_B1373,0.25,8.04497822671756e-6,55.448,1.4509050329529578e-7
H16_B1372,0.25,1.3916657882803225e-4,46.468,2.994890652234489e-6
H16_B1370,0.25,3.199609860620842e-5,34.422,9.295246820698512e-7
H16_B1369,0.25,3.612070128926412e-5,43.081,8.384369278629585e-7
H16_B1367,0.25,2.322607166751757e-5,43.566,5.33123804515392e-7
H16_B1366,0.25,6.252872407063435e-7,16.673,3.750298330872329e-8
H16_B1363,0.25,1.0392024342010361e-7,37.458,2.7743137225720434e-9
H16_B1359,0.25,1.0373065666028853e-4,39.899,2.599830989756348e-6
H16_B1358,0.25,1.5534925779725115e-5,59.583,2.6072748568761416e-7
H16_B1357,0.25,1.7144883725163916e-5,49.692,3.450230162835852e-7
H16_B1356,0.25,3.2300121561128113e-6,11.2,2.8839394251007245e-7
H16_B1355,0.25,1.195976184051128e-6,58.077,2.0592940132085476e-8
H16_B1354,0.25,5.528480773160196e-6,11.603,4.7646994511421153e-7
H16_B1353,0.25,1.590876381714123e-5,374.159,4.251872550744798e-8
H16_B1352,0.25,3.043319075678717e-5,293.702,1.0361928334429854e-7
H16_B1351,0.25,5.909035139129228e-5,20.056,2.946268019111103e-6
H16_B1348,0.25,4.024168855356549e-6,9.233,4.358462964753113e-7
H16_B1347,0.25,2.793938299667743e-4,32.296,8.65103511167867e-6
H16_B1346,0.25,NaN,34.116,0
H16_B1343,0.25,4.646392940290686e-5,28.359,1.638419175672868e-6
H16_B1342,0.25,3.0296715144524124e-5,101.475,2.9856334214855014e-7
H16_B1340,0.25,4.6640317640351624e-5,35.869,1.3002960116075616e-6
H16_B1339,0.25,1.7639693812187334e-5,32.127,5.490613444201865e-7
H16_B1338,0.25,1.1157007955589477e-5,15.387,7.250931276785259e-7
H16_B1335,0.25,1.6769294771662644e-6,61.532,2.7252965565336158e-8
H16_B1334,0.25,3.4509055326459016e-6,27.508,1.254509790841174e-7
H16_B1333,0.25,1.2154677996840281e-5,39.109,3.1078979255005963e-7
H16_B1332,0.25,6.575968429892932e-5,55.284,1.189488537351301e-6
H16_B1331,0.25,4.951469172083644e-6,16.032,3.088491250052173e-7
H16_B1330,0.25,1.0348580136730453e-6,19.282,5.366964078793928e-8
H16_B1328,0.25,3.217064084466859e-5,12.082,2.6626916772610985e-6
H16_B1326,0.25,1.0163286843267173e-6,38.705,2.6258330560049538e-8
H16_B1325,0.25,NaN,17.074,0
H16_B1324,0.25,3.0148998736213906e-5,9.213,3.272440978640389e-6
H16_B1322,0.25,NaN,25.887,0
H16_B1319,0.25,7.711272461898906e-7,29.899,2.5791071480313406e-8
H16_B1315,0.25,1.688027930956682e-5,17.989,9.383667413178508e-7
H16_B1314,0.25,9.033267259898894e-6,26.793,3.371502728286826e-7
H16_B1313,0.25,8.446978459776913e-5,22.626,3.7333061344368927e-6
H16_B1311,0.25,6.8586154958759225e-6,13.928,4.924336226217635e-7
H16_B1310,0.25,6.434683930453652e-6,5.805,1.1084726839713439e-6
H16_B1308,0.25,6.254935824341861e-7,12.636,4.950091662188874e-8
H16_B1307,0.25,1.4355179210955368e-7,12.883,1.1142730117950298e-8
H16_B1306,0.25,1.427935892333285e-5,22.957,6.220045704287516e-7
H16_B1305,0.25,1.041692343654984e-6,7.813,1.333280869902706e-7
H16_B1304,0.25,2.6994287635199332e-5,41.935,6.437173634243313e-7
H16_B1303,0.25,9.819951518846844e-5,48.619,2.01977653157137e-6
H16_B1301,0.25,9.357017075802625e-5,41.941,2.230995225627101e-6
H16_B1300,0.25,3.2585812542898065e-5,98.568,3.305922058162696e-7
H16_B1299,0.25,4.057239284517711e-5,17.914,2.2648427400456127e-6
H16_B1297,0.25,1.2068155046873322e-4,25.942,4.6519755789350556e-6
H16_B1294,0.25,1.619999557733569e-6,29.403,5.509640369124133e-8
H16_B1293,0.25,3.713121365202536e-6,18.817,1.9732802068355935e-7
H16_B1289,0.25,2.3960731465491236e-5,27.271,8.786157994019741e-7
H16_B1288,0.25,6.92330745454266e-7,17.049,4.060829054221749e-8
H16_B1287,0.25,5.498689446450067e-7,20.979,2.6210445905191226e-8
H16_B1286,0.25,6.836949693359416e-7,40.892,1.6719528742442082e-8
H16_B1285,0.25,3.783566549448469e-6,33.245,1.138085892449532e-7
H16_B1284,0.25,7.622322606734924e-7,28.241,2.6990271614797364e-8
H16_B1281,0.25,8.382169115155521e-8,29.38,2.8530187594130434e-9
H16_B1280,0.25,2.7463820438409733e-4,33.936,8.09282780481192e-6
H16_B1279,0.25,6.306220847602477e-6,86.377,7.300810224483921e-8
H16_B1278,0.25,1.1278489236262545e-5,17.335,6.506195117544012e-7
H16_B1277,0.25,1.017629427268168e-5,20.451,4.975939696191717e-7
H16_B1276,0.25,1.4111401057298832e-6,32.953,4.2822811450547236e-8
H16_B1275,0.25,1.6107417974203233e-7,69.689,2.3113286134401746e-9
H16_B1273,0.25,6.383180857643446e-6,33.294,1.9172165728489953e-7
H16_B1272,0.25,7.363795753955871e-6,51.248,1.4368942698165528e-7
H16_B1269,0.25,1.0531917328367852e-4,11.889,8.858539261811633e-6
H16_B1268,0.25,4.597587722643713e-4,31.692,1.4507092397588392e-5
H16_B1267,0.25,1.0800331601330628e-4,15.77,6.8486566907613365e-6
H16_B1266,0.25,1.6505261188816843e-5,12.012,1.3740643680333704e-6
H16_B1265,0.25,3.1294463071886495e-6,82.209,3.806695504371358e-8
H16_B1264,0.25,3.423947579678214e-5,56.743,6.03413210383345e-7
H16_B1263,0.25,1.9726274113441866e-5,16.739,1.178461922064751e-6
H16_B1262,0.25,1.738767658720663e-5,18.518,9.389608266123033e-7
H16_B1261,0.25,1.0671002895204412e-6,34.796,3.066732640304751e-8
H16_B1260,0.25,9.774679876953975e-7,34.969,2.795241464426771e-8
H16_B1259,0.25,8.03880708417786e-5,15.916,5.050770975231126e-6
H16_B1258,0.25,1.6764448098404083e-5,6.759,2.4803148540322653e-6
H16_B1256,0.25,1.8084414346143233e-5,22.628,7.992051593664147e-7
H16_B1255,0.25,1.52067294278102e-7,52.897,2.8747810703461824e-9
H16_B1254,0.25,2.450288685923557e-6,28.079,8.726410078434263e-8
H16_B1253,0.25,3.562592608898503e-6,65.925,5.4040085079992465e-8
H16_B1252,0.25,2.855475584877021e-6,56.414,5.061643536847273e-8
H16_B1251,0.25,6.873046673349173e-6,21.002,3.272567695147687e-7
H16_B1250,0.25,9.290876667250035e-5,13.134,7.0739124921958545e-6
H16_B1249,0.25,3.672507898172255e-6,36.065,1.0183024811235976e-7
H16_B1248,0.25,7.867167966219054e-4,15.863,4.9594452286572865e-5
H16_B1247,0.25,9.565596226575024e-5,9.863,9.698465199812455e-6
H16_B1245,0.25,1.012114263032616e-6,24.648,4.1062733813397275e-8
H16_B1244,0.25,9.072796219663329e-6,47.462,1.911591635342659e-7
H16_B1242,0.25,3.865624225957766e-6,27.201,1.421133129648824e-7
H16_B1241,0.25,6.65564129462179e-5,31.296,2.1266747490483737e-6
H16_B1240,0.25,1.0669783717412023e-4,26.967,3.9566076009241e-6
H16_B1239,0.25,3.0121286041032452e-5,62.864,4.791500070156601e-7
H16_B1238,0.25,4.371707297154287e-5,27.397,1.5956883225003786e-6
H16_B1237,0.25,1.769409073896019e-5,17.301,1.0227206946974273e-6
H16_B1236,0.25,3.4850283391408604e-6,20.219,1.7236403081956872e-7
H16_B1235,0.25,0.0012415355410966909,9.533,1.3023555450505516e-4
H16_B1233,0.25,1.3009190105193073e-5,30.572,4.2552630201468904e-7
H16_B1232,0.25,5.094324915943095e-6,41.513,1.2271637597723836e-7
H16_B1231,0.25,3.109445464435327e-5,15.529,2.002347520403971e-6
H16_B1230,0.25,5.893792350202239e-6,93.172,6.325711963038508e-8
H16_B1229,0.25,1.3343377964970343e-4,64.802,2.059099713738826e-6
H16_B1228,0.25,5.412829351529733e-6,13.115,4.127204995447757e-7
H16_B1227,0.25,3.708099393204665e-5,15.411,2.4061380787779278e-6
H16_B1226,0.25,5.459245824574221e-7,62.55,8.727811070462383e-9
H16_B1224,0.25,1.2132427552852643e-6,20.633,5.8801083472362926e-8
H16_B1223,0.25,2.112811897804752e-5,25.065,8.429331329761627e-7
H16_B1221,0.25,6.401450129341767e-6,32.8,1.951661624799319e-7
H16_B1219,0.25,1.019663833412555e-5,34.168,2.984265492310217e-7
H16_B1217,0.25,1.1171626936584189e-5,34.655,3.22366958204709e-7
H16_B1216,0.25,1.2498278567535099e-5,47.676,2.6215031813774433e-7
H16_B1215,0.25,5.986168206951548e-5,46.205,1.2955671912025857e-6
H16_B1214,0.25,4.1120256911652425e-6,4.735,8.684320361489424e-7
H16_B1213,0.25,3.6328777591558326e-4,21.881,1.6602887249923828e-5
H16_B1212,0.25,3.656848244706482e-4,33.042,1.1067272697495557e-5
H16_B1211,0.25,0.0012641239552629426,46.837,2.69898574900814e-5
H16_B1210,0.25,2.1837164372040099e-4,32.078,6.807520534958568e-6
H16_B1209,0.25,3.8132528969441804e-4,52.564,7.2544952761284915e-6
H16_B1208,0.25,3.836863689508348e-4,13.904,2.7595394774944965e-5
H16_B1207,0.25,1.403384181786056e-5,47.301,2.9669228595295153e-7
H16_B1206,0.25,NaN,19.005,0
H16_B1205,0.25,5.5177661929042e-7,7.555,7.303462862877829e-8
H16_B1204,0.25,2.378717696476097e-6,13.791,1.724833367033643e-7
H16_B1202,0.25,4.150833075288284e-5,32.912,1.2611913816505483e-6
H16_B1201,0.25,7.0337328280638e-7,48.779,1.4419592095089689e-8
H16_B1200,0.25,5.599757291657143e-6,52.315,1.0703922950697015e-7
H16_B1199,0.25,4.547817897464363e-5,54.164,8.39638486349672e-7
H16_B1198,0.25,7.153080368579999e-5,60.979,1.1730399594253757e-6
H16_B1197,0.25,2.0122263862498794e-5,55.336,3.636378462935303e-7
H16_B1196,0.25,4.32623253047213e-6,20.956,2.064436214197428e-7
H16_B1195,0.25,3.2499133538615554e-4,39.432,8.24181718873391e-6
H16_B1194,0.25,1.1933856009416074e-4,30.371,3.929358931025015e-6
H16_B1193,0.25,3.198741619607053e-7,37.414,8.54958469986383e-9
H16_B1192,0.25,5.334467273120164e-7,40.761,1.3087184497731076e-8
H16_B1191,0.25,7.74350293129084e-5,53.263,1.45382403005667e-6
H16_B1190,0.25,3.4578821881168584e-5,30.26,1.1427237898601648e-6
H16_B1189,0.25,1.4692091498607259e-5,27.423,5.357579950628035e-7
H16_B1188,0.25,1.4051984937039805e-5,40.433,3.475375296673461e-7
H16_B1187,0.25,1.7803248225416054e-5,24.329,7.317706533526267e-7
H16_B1186,0.25,1.0740516653679932e-4,44.983,2.3876834923593206e-6
H16_B1184,0.25,7.489524958836374e-5,30.128,2.4859018052430877e-6
H16_B1183,0.25,4.083309965096663e-6,24.121,1.6928443949656579e-7
